parent,child
h5,g__Mycoplasma|s__arthritidis
DNARNAPolynucleotideMacromoleculedegradation,g__Vibrio|s__vulnificus
h1,g__Pseudomonas|s__graminis
h8,g__Sphingobium|s__sp. PAMC28499
p__Proteobacteria,g__Cupriavidus|s__taiwanensis
h7,g__Listeria|s__ivanovii
h4,g__Pseudomonas|s__sp. R32
h6,g__Mycolicibacterium|s__aurum
h9,g__Pyrobaculum|s__aerophilum
h9,g__Paenibacillus|s__sp. FSL P4-0081
p__Proteobacteria,g__Burkholderia|s__sp. IDO3
h7,g__Sphingomonas|s__lacunae
h0,g__Edwardsiella|s__ictaluri
p__Proteobacteria,g__Pelistega|s__sp. NLN63
h9,g__Paracoccus|s__marcusii
h4,g__Halomonas|s__sp. YLGW01
h3,g__Methanoplanus|s__limicola
h2,g__Micropruina|s__glycogenica
h6,g__Nitratireductor|s__sp. OM-1
h8,g__Synechococcus|s__sp. NIES-970
h8,g__Chelativorans|s__sp. BNC1
h9,g__Sphingobacterium|s__psychroaquaticum
h9,g__Synechococcus|s__sp. PROS-9-1
h9,g__Paenalcaligenes|s__hominis
h9,g__Nitratireductor|s__sp. OM-1
h9,g__Sulfurimonas|s__gotlandica
h9,g__Rickettsiella|s__Candidatus Rickettsiella viridis
h9,g__Pyrodictium|s__delaneyi
h2,g__Mycolicibacterium|s__duvalii
h9,g__Fibrobacter|s__succinogenes
AcetateProductionexport,g__Clostridium|s__butyricum
h4,g__Natronomonas|s__moolapensis
h1,g__Lacrimispora|s__saccharolytica
h3,g__Bacillus|s__freudenreichii
h0,g__Halobacterium|s__hubeiense
h0,g__Xanthomonas|s__euvesicatoria
h4,g__Brevibacterium|s__sp. PAMC23299
h5,g__Methanobacterium|s__lacus
h6,g__Streptomyces|s__actuosus
h6,g__Sphingomonas|s__wittichii
h7,g__Cellulomonas|s__shaoxiangyii
h7,g__Methylobacterium|s__durans
h2,g__Clavibacter|s__michiganensis
h0,g__Treponema|s__pallidum
h2,g__Serinicoccus|s__chungangensis
h1,g__Chlorobaculum|s__limnaeum
h5,g__Xanthobacter|s__autotrophicus
h7,g__Candidatus Koribacter|s__versatilis
L-CysteineCysteineD-CysteineConsumptionimport,g__Parabacteroides|s__distasonis
h6,g__Janthinobacterium|s__sp. 17J80-10
h3,g__Thiospirochaeta|s__perfilievii
h3,g__Pseudothermotoga|s__lettingae
h5,g__Picrophilus|s__oshimae
h0,g__Ruminococcus|s__sp. JE7A12
h6,g__Bacillus|s__sp. 275
h1,g__Teredinibacter|s__sp. Bs08
h4,g__Streptococcus|s__sp. Z15
h6,g__Tistrella|s__mobilis
h3,g__Melioribacter|s__roseus
h8,g__Hydrogenobacter|s__thermophilus
h3,g__Riemerella|s__anatipestifer
h3,g__Rathayibacter|s__tanaceti
h3,g__Hydrogenophaga|s__sp. RAC07
h5,g__Bacillus|s__mycoides
h6,g__Halocella|s__sp. SP3-1
h8,g__Streptomyces|s__spongiicola
h1,g__Salinicola|s__tamaricis
h2,g__Massilia|s__sp. Dwa41.01b
h4,g__Pseudomonas|s__sp. K2W31S-8
h4,g__Flexistipes|s__sinusarabici
h6,g__Staphylococcus|s__felis
h2,g__Rhodococcus|s__sp. SGAir0479
h3,g__Sphingomonas|s__sp. PAMC26645
h2,g__Methylobacterium|s__currus
h4,g__Acidimicrobium|s__ferrooxidans
h4,g__Bacillus|s__sp. YP1
h7,g__Methylibium|s__sp. Pch-M
h9,g__Micrococcus|s__sp. MG-2010-D12
h2,g__Thermoanaerobacterium|s__xylanolyticum
h3,g__Ferroplasma|s__acidiphilum
h4,g__Methanomethylovorans|s__hollandica
h4,g__Frondihabitans|s__sp. 762G35
h5,g__Actinomyces|s__sp. dk561
h4,g__Pseudarthrobacter|s__phenanthrenivorans
p__Proteobacteria,g__Catenovulum|s__sediminis
h0,g__Variibacter|s__gotjawalensis
h3,g__Desulfurococcus|s__amylolyticus
h1,g__Psychrobacter|s__sp. P11G3
h5,g__Mycobacterium|s__sp. ELW1
h0,g__Actinoplanes|s__sp. N902-109
h8,g__Bacillus|s__sp. Lzh-5
h4,g__Thermincola|s__potens
p__Proteobacteria,g__Candidatus Blochmannia|s__pennsylvanicus
h2,g__Paraburkholderia|s__megapolitana
h4,g__Nocardioides|s__sp. dk3136
h6,g__Calothrix|s__sp. 336/3
h3,g__Leeuwenhoekiella|s__sp. ZYFB001
h2,g__Thermoanaerobacter|s__siderophilus
L-MethionineD-MethionineConsumptionimport,g__Clostridium|s__botulinum
h2,g__Citrobacter|s__sp. NMI7904_11
h1,g__Xylanimicrobium|s__sp. FW10M-9
h0,g__Fibrobacter|s__succinogenes
h4,g__Mycolicibacterium|s__thermoresistibile
MethaneCH4Productionexport,g__Methanosphaerula|s__palustris
h5,g__Polaribacter|s__sp. L12M9
Isovalerate3-MethylbutanoicacidProductionexport,g__Bacteroides|s__ovatus
h8,g__Mycoplasma|s__cloacale
p__Firmicutes,g__Streptococcus|s__macedonicus
h0,g__Salinicoccus|s__halodurans
h3,g__Kribbella|s__qitaiheensis
p__Proteobacteria,g__Comamonas|s__thiooxydans
h4,g__Paracoccus|s__liaowanqingii
h1,g__Parasphingopyxis|s__sp. CP4
h3,g__Thermotoga|s__sp. 2812B
h5,g__Paenibacillus|s__cellulosilyticus
h5,g__Sphingomonas|s__sp. C33
23,g__Persephonella|s__marina
h7,g__Paenibacillus|s__physcomitrellae
h7,g__Calothrix|s__sp. NIES-3974
h8,g__Arthrobacter|s__sp. AQ5-05
h9,g__Mycolicibacterium|s__aichiense
h4,g__Sphingorhabdus|s__sp. SMR4y
h1,g__Paenibacillus|s__cellulositrophicus
h9,g__Oleispira|s__antarctica
3,g__Candidatus Hoaglandella|s__endobia
H2SHS-Productionexport,g__Desulfobacterium|s__autotrophicum
h7,g__Candidatus Cytomitobacter|s__indipagum
h8,g__Mesorhizobium|s__sp. M2A.F.Ca.ET.046.03.2.1
h9,g__Curvibacter|s__sp. AEP1-3
h7,g__Geobacter|s__pickeringii
20,g__Tepidiforma|s__bonchosmolovskayae
h1,g__Agrobacterium|s__tumefaciens
h5,g__Flagellimonas|s__maritima
h6,g__Euzebyella|s__marina
h0,g__Pseudomonas|s__sp. R76
h8,g__Mesorhizobium|s__sp. NZP2234
h9,g__Caldicellulosiruptor|s__kristjanssonii
h0,g__Exiguobacterium|s__sp. Helios
h8,g__Dickeya|s__solani
h7,g__Rodentibacter|s__heylii
h9,g__Variovorax|s__sp. PMC12
h8,g__Mesorhizobium|s__sp. M3A.F.Ca.ET.080.04.2.1
h9,g__Gramella|s__salexigens
h6,g__Jeotgalibacillus|s__malaysiensis
h1,g__Jeotgalicoccus|s__saudimassiliensis
p__Proteobacteria,g__Brucella|s__sp. 09RB8471
h1,g__Methanobrevibacter|s__olleyae
h5,g__Streptomyces|s__rochei
h4,g__Nissabacter|s__sp. SGAir0207
h6,g__Vibrio|s__sp. Scap24
h2,g__Arachidicoccus|s__sp. B3-10
h6,g__Candidatus Annandia|s__Enterobacteriaceae endosymbiont of Donacia simplex
h1,g__Lentilitoribacter|s__sp. Alg239-R112
h3,g__Flavobacterium|s__sp.
h8,g__Caldisericum|s__exile
h6,g__Sulfurivermis|s__fontis
SuccinateConsumptionimport,g__Desulfovibrio|s__vulgaris
h0,g__Kocuria|s__indica
h4,g__Enterobacter|s__sp. R4-368
h5,g__Blattabacterium|s__sp. (Blattella germanica)
h8,g__Bifidobacterium|s__bifidum
h4,g__Advenella|s__kashmirensis
h8,g__Persephonella|s__marina
h0,g__Blattabacterium|s__punctulatus
h0,g__Vibrio|s__panuliri
h8,g__Saccharopolyspora|s__pogona
h2,g__Enterobacter|s__ludwigii
h6,g__Bradyrhizobium|s__sp. CCBAU 051011
h2,g__Acetobacterium|s__woodii
h4,g__Campylobacter|s__sp. CFSAN093238
h6,g__Nitrosococcus|s__oceani
h8,g__Pectobacterium|s__carotovorum
h1,g__Myroides|s__sp. CJ210
0,g__Pedobacter|s__heparinus
output,170
h7,g__Candidatus Cytomitobacter|s__primus
h7,g__Edwardsiella|s__piscicida
h5,g__Mobiluncus|s__curtisii
h4,g__Rhodococcus|s__biphenylivorans
h9,g__Streptococcus|s__parasanguinis
h9,g__Serratia|s__rubidaea
h1,g__Enterobacter|s__sp. ODB01
h8,g__Paracoccus|s__sp. AK26
h5,g__Hafnia|s__paralvei
h7,g__Rahnella|s__sp. WMR66
h4,g__Candidatus Nardonella|s__endosymbiont of Sipalinus gigas
p__Proteobacteria,g__Pseudomonas|s__sp. R4-35-07
h7,g__Pseudodesulfovibrio|s__profundus
h8,g__Candidatus Fokinia|s__solitaria
h8,g__Candidatus Pelagibacter|s__sp. RS39
p__Proteobacteria,g__Asticcacaulis|s__excentricus
h2,g__Renibacterium|s__salmoninarum
h9,g__Paraburkholderia|s__sp. PGU16
h2,g__Blastomonas|s__sp. RAC04
h0,g__Humibacter|s__sp. BT305
h3,g__Pantoea|s__dispersa
h5,g__Nonlabens|s__marinus
h7,g__Saccharolobus|s__solfataricus
D-FructoseFructoseConsumptionimport,g__Leuconostoc|s__mesenteroides
h8,g__Streptomyces|s__sp. MOE7
h8,g__Bordetella|s__avium
h3,g__Pseudomonas|s__sp. CMR12a
h8,g__Aquimarina|s__sp. BL5
h4,g__Candidatus Thioglobus|s__sp. NP1
h1,g__Pseudomonas|s__sp. SGAir0191
p__Actinobacteria,g__Nocardioides|s__dokdonensis
h2,g__Leuconostoc|s__pseudomesenteroides
h0,g__Vibrio|s__spartinae
AcetateProductionexport,g__Bacteroides|s__uniformis
h9,g__Gemmatirosa|s__kalamazoonesis
h0,g__Mucilaginibacter|s__ginsenosidivorans
h6,g__Haloferax|s__volcanii
h1,g__Shewanella|s__sp. Scap07
h2,g__Rathayibacter|s__festucae
h5,g__Candidatus Annandia|s__Enterobacteriaceae endosymbiont of Donacia simplex
h5,g__Thermotoga|s__sp. RQ2
h6,g__Auricoccus|s__indicus
h1,g__Thermosediminibacter|s__oceani
h2,g__Klebsiella|s__grimontii
167,g__Tetrasphaera|s__sp. HKS02
output,H2SHS-Consumptionimport
BiotinVitaminB7Consumptionimport,g__Clostridium|s__tetani
p__Actinobacteria,g__Nocardiopsis|s__gilva
h1,g__Enterocloster|s__bolteae
h6,g__Acidobacterium|s__sp. 4Y35
h4,g__Aerococcus|s__urinaehominis
h7,g__Paraburkholderia|s__fungorum
h0,g__Christensenella|s__sp. Marseille-P3954
h2,g__Stella|s__humosa
h2,g__Acinetobacter|s__haemolyticus
h9,g__Acidiphilium|s__cryptum
h4,g__Cloacibacterium|s__normanense
p__Firmicutes,g__Bacillus|s__sp. Lzh-5
h0,g__Flavobacterium|s__sangjuense
h8,g__Oenococcus|s__sicerae
h4,g__Sulfolobus|s__sp. NOB8H2
h5,g__Rhodovulum|s__sp. MB263
h4,g__Thioalkalivibrio|s__nitratireducens
h7,g__Burkholderia|s__pseudomultivorans
h1,g__Pectobacterium|s__brasiliense
h3,g__Mycobacterium|s__xenopi
h4,g__Rhodobacter|s__blasticus
h9,g__Devosia|s__sp. 1566
h5,g__Mycoplasma|s__Candidatus Mycoplasma haemolamae
h3,g__Hydrogenophilus|s__thermoluteolus
h1,g__Prevotella|s__dentalis
h4,g__Thiosulfatimonas|s__sediminis
h4,g__Herbinix|s__luporum
h2,g__Sporomusa|s__termitida
h6,g__Pseudoalteromonas|s__espejiana
h0,g__Neisseria|s__zoodegmatis
h4,g__Yersinia|s__sp. KBS0713
h1,g__Propionimicrobium|s__sp. Marseille-P3275
h3,g__Massilia|s__sp. Se16.2.3
h6,g__Bacillus|s__sp. SB49
h5,g__Halomonas|s__sp. BC-M4-5
h8,g__Legionella|s__anisa
h1,g__Cupriavidus|s__oxalaticus
h1,g__Fusobacterium|s__nucleatum
p__Actinobacteria,g__Leucobacter|s__sp. HDW9C
h5,g__Psychrobacter|s__sp. P2G3
h6,g__Afipia|s__sp. GAS231
h7,g__Planococcus|s__kocurii
h9,g__Bacillus|s__sp. SB49
h9,g__Rhizobacter|s__gummiphilus
h0,g__Trueperella|s__bialowiezensis
h0,g__Boseongicola|s__sp. CCM32
h9,g__Thauera|s__sp. K11
h2,g__Kushneria|s__sp. YCWA18
h6,g__Heliobacterium|s__modesticaldum
h8,g__Streptomyces|s__sp. SCSIO 3032
h5,g__Haloferax|s__alexandrinus
h0,g__Sphingopyxis|s__sp. LPB0140
h0,g__Actinobacillus|s__lignieresii
h2,g__Gordonia|s__polyisoprenivorans
h9,g__Pseudodesulfovibrio|s__sp. SRB007
h3,g__Pseudoxanthomonas|s__spadix
h5,g__Auricoccus|s__indicus
h7,g__Citrobacter|s__sp. RHBSTW-00446
h4,g__Novosphingobium|s__sp. ES2-1
h9,g__Escherichia|s__fergusonii
h5,g__Bacillus|s__[Brevibacterium] frigoritolerans
p__Tenericutes,g__Mycoplasma|s__hyosynoviae
h5,g__Olsenella|s__sp. oral taxon 807
p__Bacteroidetes,g__Sphingobacterium|s__sp. ML3W
h2,g__Nocardiopsis|s__gilva
h1,g__Acidiphilium|s__multivorum
h7,g__Mesorhizobium|s__loti
h8,g__Pandoraea|s__faecigallinarum
h1,g__Cronobacter|s__dublinensis
h2,g__Hydrogenophaga|s__sp. BPS33
p__Proteobacteria,g__Shewanella|s__putrefaciens
h3,g__Lacunisphaera|s__limnophila
h0,g__Kocuria|s__turfanensis
h4,g__Hydrogenovibrio|s__thermophilus
h1,g__Deinococcus|s__peraridilitoris
h6,g__Candidatus Pelagibacter|s__sp. RS39
h5,g__Actinomadura|s__verrucosospora
p__Firmicutes,g__Leuconostoc|s__pseudomesenteroides
h3,g__Rhizobium|s__sp. NT-26
h4,g__Desulfosarcina|s__widdelii
h7,g__Streptomyces|s__globisporus
h0,g__Desulfitobacterium|s__metallireducens
h9,g__Microbacterium|s__sp. 4R-513
h5,g__Desulfovibrio|s__carbinoliphilus
h2,g__Lysinibacillus|s__varians
h4,g__Polynucleobacter|s__necessarius
h6,g__Plantibacter|s__sp. PA-3-X8
h8,g__Vibrio|s__harveyi
h6,g__Euhalothece|s__natronophila
p__Proteobacteria,g__Campylobacter|s__showae
L-LactateS-LactateLactateD-LactateR-LactateProductionexport,g__Streptococcus|s__agalactiae
p__Actinobacteria,g__Microbacterium|s__sp. 10M-3C3
p__Proteobacteria,g__Ensifer|s__adhaerens
p__Proteobacteria,g__Enterobacter|s__sp. HK169
h0,g__Pyrobaculum|s__neutrophilum
h4,g__Pseudomonas|s__sp. 7SR1
h7,g__Shewanella|s__amazonensis
D-MannitolMannitolConsumptionimport,g__Streptococcus|s__infantis
h1,g__Arthrobacter|s__sp. ZXY-2
h9,g__Blattabacterium|s__sp. (Blatta orientalis)
AdenosylcobalaminVitaminB12CobamidecoenzymeCobIIalaminVitaminB12rCobIalaminVitaminB12sAquacobalaminCobalaminIIIConsumptionimport,g__Corynebacterium|s__diphtheriae
h2,g__Secundilactobacillus|s__Lactobacillus malefermentans
h4,g__Aquimarina|s__sp. TRL1
h5,g__Streptomyces|s__katrae
h9,g__Rhodococcus|s__aetherivorans
p__Firmicutes,g__Brevibacillus|s__sp. 7WMA2
p__Proteobacteria,g__Pseudomonas|s__sp. CMR5c
h2,g__Streptomyces|s__tirandamycinicus
h1,g__Clostridium|s__perfringens
h4,g__Pseudomonas|s__sp. ABC1
h3,g__Janthinobacterium|s__lividum
h4,g__Clostridium|s__sp. AWRP
h9,g__Pseudomonas|s__sp. LAB-08
h9,g__Hungatella|s__hathewayi
h8,g__Sulfurivermis|s__fontis
h2,g__Limihaloglobus|s__sulfuriphilus
h1,g__Polaromonas|s__sp. E5S
h1,g__Coxiella|s__endosymbiont of Amblyomma sculptum
h5,g__Candidatus Xiphinematobacter|s__sp. Idaho Grape
h1,g__Oceanispirochaeta|s__crateris
h2,g__Pseudoalteromonas|s__piscicida
h2,g__Phaeobacter|s__inhibens
p__Actinobacteria,g__Bifidobacterium|s__adolescentis
h9,g__Alcaligenes|s__faecalis
h2,g__Candidatus Sulcia|s__muelleri
p__Actinobacteria,g__Streptomyces|s__sp. So13.3
h2,g__Spiribacter|s__roseus
h3,g__Acinetobacter|s__wuhouensis
h8,g__Calothrix|s__sp. NIES-4071
h1,g__Acidipropionibacterium|s__acidipropionici
h8,g__Rheinheimera|s__sp. LHK132
h2,g__Pseudodesulfovibrio|s__indicus
h7,g__Chryseobacterium|s__sp. IHB B 17019
h8,g__Nocardioides|s__euryhalodurans
h9,g__Helicobacter|s__bilis
h3,g__Monaibacterium|s__sp. ALG8
h1,g__Bradyrhizobium|s__sp. BTAi1
h6,g__Aeromonas|s__rivipollensis
h9,g__Borrelia|s__sp. A-FGy1
h8,g__Hydrogenophaga|s__sp. NH-16
h9,g__Bacillus|s__sp. FDAARGOS_235
h9,g__Aeromonas|s__rivipollensis
h7,g__Candidatus Bipolaricaulis|s__anaerobius
h8,g__Mycobacterium|s__paragordonae
h8,g__Herbaspirillum|s__seropedicae
p__Actinobacteria,g__Mycolicibacillus|s__koreensis
h0,g__Halorussus|s__sp. ZS-3
h7,g__Citrobacter|s__sp. RHBSTW-00821
h8,g__Kingella|s__kingae
222,g__Marinobacter|s__salinus
h1,g__Pseudopuniceibacterium|s__sp. HQ09
h7,g__Nocardiopsis|s__gilva
17,g__Lancefieldella|s__parvula
h3,g__Pectobacterium|s__odoriferum
h4,g__Tolypothrix|s__sp. PCC 7910
h7,g__Streptococcus|s__pluranimalium
h0,g__Erythrobacter|s__sp. HKB08
h0,g__Halorhabdus|s__utahensis
h1,g__Saccharopolyspora|s__spinosa
output,37
h8,g__Silicimonas|s__algicola
h9,g__Methylosinus|s__trichosporium
h9,g__Edaphobacter|s__sp. 12200R-103
h0,g__Spiroplasma|s__taiwanense
h5,g__Lysobacter|s__sp. H23M47
h8,g__Calothrix|s__sp. 336/3
h1,g__Komagataeibacter|s__rhaeticus
h4,g__Blastomonas|s__sp. RAC04
h6,g__Polaromonas|s__sp. E10S
h8,g__Streptomyces|s__exfoliatus
h3,g__Candidatus Nanopelagicus|s__hibericus
h9,g__Enterobacter|s__chengduensis
h9,g__Luteimonas|s__chenhongjianii
h4,g__Flavobacterium|s__sp. M31R6
h6,g__Enterobacter|s__chengduensis
RaffinoseConsumptionimport,g__Bacteroides|s__fragilis
h1,g__Shigella|s__flexneri
h7,g__Lysobacter|s__sp. HDW10
h9,g__Candidatus Purcelliella|s__pentastirinorum
h1,g__Halioglobus|s__pacificus
h9,g__Lactobacillus|s__crispatus
h1,g__Polaromonas|s__sp. H6N
h9,g__Shewanella|s__sp. SNU WT4
h9,g__Herbaspirillum|s__rubrisubalbicans
h4,g__Staphylococcus|s__schweitzeri
0,g__Planobacterium|s__Chryseobacterium taklimakanense
p__Proteobacteria,g__Litoreibacter|s__sp. LN3S51
h0,g__Gemella|s__haemolysans
h4,g__Pseudomonas|s__alcaliphila
h6,g__Shewanella|s__sp. SNU WT4
h7,g__Sporomusa|s__termitida
h1,g__Lachnoclostridium|s__sp. YL32
h0,g__Microbulbifer|s__thermotolerans
h1,g__Mycoavidus|s__cysteinexigens
h3,g__Arthrobacter|s__sp. YC-RL1
h7,g__Terribacillus|s__goriensis
h7,g__Mycoplasma|s__anseris
h7,g__Marinobacter|s__adhaerens
h7,g__Kosakonia|s__Enterobacteriaceae endosymbiont of Donacia versicolorea
DextrinMaltotrioseMaltodextrinMaltohexaoseMaltotetraoseMaltooligosaccharideConsumptionimport,g__Clostridium|s__cellulovorans
h7,g__Stappia|s__indica
p__Proteobacteria,g__Xanthomonas|s__hortorum
h2,g__Hydrogenophaga|s__sp. PAMC20947
h0,g__Erysipelothrix|s__inopinata
h7,g__Companilactobacillus|s__Lactobacillus alimentarius
h9,g__Catenovulum|s__sediminis
h8,g__Mycoplasma|s__phocidae
h4,g__Curtobacterium|s__sp. Csp2
h4,g__Brevibacterium|s__sandarakinum
31,g__Achromobacter|s__sp. MFA1 R4
h9,g__Rhodococcus|s__sp. WB9
h3,g__Methanothrix|s__thermoacetophila
h1,g__Dermabacter|s__vaginalis
D-SorbitolD-GlucitolSorbitolGlucitolL-SorbitolSorbitolConsumptionimport,g__Shigella|s__sonnei
h0,g__Natrinema|s__sp. YPL30
h3,g__Paenibacillus|s__cellulositrophicus
1,g__Aminipila|s__sp. JN-18
h3,g__Frigoribacterium|s__sp. NBH87
h3,g__Sphaerotilus|s__natans
8,g__Hymenobacter|s__sp. TS19
h7,g__Burkholderia|s__mallei
PectinMacromoleculedegradation,g__Bacteroides|s__thetaiotaomicron
h2,g__Kosmotoga|s__olearia
h9,g__Myxococcus|s__xanthus
h9,g__Haemophilus|s__[Haemophilus] ducreyi
p__Actinobacteria,g__Rhodococcus|s__biphenylivorans
h4,g__Calothrix|s__sp. PCC 7507
h0,g__Salipiger|s__pacificus
h7,g__Mesoplasma|s__coleopterae
h4,g__Pantoea|s__sp. 201603H
h6,g__Pontivivens|s__sp. MT2928
156,g__Alkalihalobacillus|s__krulwichiae
h8,g__Stenotrophomonas|s__sp. YAU14D1_LEIMI4_1
286,g__Nitrosomonas|s__europaea
h5,g__Mycolicibacterium|s__confluentis
TrehaloseConsumptionimport,g__Pyrococcus|s__furiosus
h3,g__Pediococcus|s__parvulus
h9,g__Lentilactobacillus|s__Lactobacillus parabuchneri
h8,g__Mycolicibacterium|s__confluentis
h0,g__Legionella|s__longbeachae
h0,g__Streptomyces|s__antibioticus
h0,g__Leucobacter|s__sp. HDW9A
h2,g__Herbaspirillum|s__sp. meg3
h9,g__Lactiplantibacillus|s__Lactobacillus paraplantarum
h8,g__Campylobacter|s__hepaticus
4,g__Methylobacterium|s__terrae
p__Proteobacteria,g__Rickettsia|s__philipii
h4,g__Idiomarina|s__sp. X4
h6,g__Microlunatus|s__phosphovorus
h2,g__Mycoplasma|s__edwardii
h1,g__Leptospirillum|s__ferrooxidans
h1,g__Haloprofundus|s__sp. MHR1
h8,g__Leuconostoc|s__kimchii
SpermidineConsumptionimportproductionexport,g__Campylobacter|s__jejuni
h4,g__Bacillus|s__pumilus
h5,g__Azospira|s__sp. I09
h1,g__Isoptericola|s__dokdonensis
p__Verrucomicrobia,g__Methylacidiphilum|s__fumariolicum
p__Firmicutes,g__Geobacillus|s__sp. 44C
NH3AmmoniaNH4AmmoniumProductionexport,g__Mycoplasma|s__genitalium
h3,g__Methanosarcina|s__horonobensis
h4,g__Streptomyces|s__sp. 44414
h1,g__Herbaspirillum|s__huttiense
h3,g__Metallosphaera|s__prunae
h6,g__Streptomyces|s__sp. CNQ-509
h9,g__Blautia|s__sp. YL58
h4,g__Acidovorax|s__citrulli
h5,g__Pseudomonas|s__sp. PONIH3
h6,g__Vibrio|s__neocaledonicus
51,g__Brevibacillus|s__brevis
h7,g__Sphingosinithalassobacter|s__sp. CS137
h7,g__Natrarchaeobaculum|s__aegyptiacum
h8,g__Streptococcus|s__pluranimalium
h8,g__Leuconostoc|s__lactis
h1,g__Wolbachia|s__endosymbiont of Onchocerca ochengi
h6,g__Lutibacter|s__profundi
h9,g__Xanthomonas|s__sp. SS
h9,g__Borreliella|s__finlandensis
h6,g__Bradyrhizobium|s__genosp. B
h0,g__Synechococcus|s__sp. RCC307
h9,g__Methanothrix|s__Methanosaeta harundinacea
h4,g__Thalassotalea|s__sp. LPB0316
h1,g__Nonomuraea|s__gerenzanensis
h0,g__Azospirillum|s__thiophilum
h3,g__Streptomyces|s__sp. RLB3-6
h2,g__Paenibacillus|s__guangzhouensis
h4,g__Leuconostoc|s__kimchii
h7,g__Caldicellulosiruptor|s__kristjanssonii
h7,g__Bradyrhizobium|s__japonicum
h7,g__Neisseria|s__wadsworthii
p__Euryarchaeota,g__Halobacterium|s__sp. DL1
h2,g__Butyrivibrio|s__proteoclasticus
h4,g__Rhodococcus|s__sp. H-CA8f
p__Actinobacteria,g__Glutamicibacter|s__arilaitensis
ChenodeoxycholicacidChenodeoxycholateProductionexport,g__Bifidobacterium|s__adolescentis
h0,g__Geminocystis|s__sp. NIES-3708
h3,g__Pseudomonas|s__plecoglossicida
h1,g__Haloarcula|s__hispanica
p__Proteobacteria,g__Thalassospira|s__marina
p__Actinobacteria,g__Mycobacterium|s__gordonae
20,g__Nostoc|s__sphaeroides
h5,g__Serratia|s__surfactantfaciens
h8,g__Microbulbifer|s__sp. A4B17
StarchAmylopectinAmylose14-alpha-D-GlucanPullulanResistantstarchMacromoleculedegradation,g__Bifidobacterium|s__pseudocatenulatum
h4,g__Erwinia|s__pyrifoliae
h5,g__Frondihabitans|s__sp. PAMC 28766
h6,g__Vibrio|s__jasicida
h8,g__Pseudomonas|s__sp. R3-52-08
h7,g__Liquorilactobacillus|s__Lactobacillus hordei
h4,g__Methylobacterium|s__sp. WL1
h5,g__Chryseobacterium|s__arthrosphaerae
h0,g__Pseudomonas|s__sp. S150
h8,g__Arsenophonus|s__Candidatus Arsenophonus lipoptenae
h0,g__Streptomyces|s__rimosus
h4,g__Micromonospora|s__sagamiensis
h6,g__Salinigranum|s__rubrum
h3,g__Paenibacillus|s__sp. lzh-N1
14,g__Halobacillus|s__halophilus
h8,g__Vulcanisaeta|s__distributa
h4,g__Proteus|s__penneri
h5,g__Methylobacterium|s__mesophilicum
p__Chlamydiae,g__Chlamydia|s__caviae
h3,g__Acidilobus|s__sp. 7A
h0,g__Oenococcus|s__oeni
h1,g__Serratia|s__sp. P2ACOL2
h4,g__Lysobacter|s__lycopersici
h4,g__Burkholderia|s__humptydooensis
h6,g__Thermodesulfovibrio|s__yellowstonii
h0,g__Chryseobacterium|s__sp. NEB161
h9,g__Salinigranum|s__rubrum
h1,g__Frankia|s__sp. QA3
h1,g__Runella|s__sp. HYN0085
h7,g__Chlamydia|s__suis
h3,g__Natronomonas|s__sp. C90
DextrinMaltotrioseMaltodextrinMaltohexaoseMaltotetraoseMaltooligosaccharideConsumptionimport,g__Clostridium|s__novyi
h9,g__Bacillus|s__beveridgei
h9,g__Pusillimonas|s__sp. ye3
h6,g__Muribaculum|s__sp. TLL-A4
h5,g__Pelolinea|s__submarina
h2,g__Companilactobacillus|s__Lactobacillus zhachilii
h3,g__Sporomusa|s__termitida
h0,g__Desulfosarcina|s__ovata
h7,g__Latilactobacillus|s__Lactobacillus fuchuensis
h8,g__Alkalihalobacillus|s__pseudofirmus
h8,g__Mycobacterium|s__lepraemurium
h2,g__Capnocytophaga|s__sp. oral taxon 323
h5,g__Burkholderia|s__sp. RPE67
h4,g__Micrococcus|s__sp. MG-2010-D12
h7,g__Mycoplasma|s__gallisepticum
h0,g__Mannheimia|s__haemolytica
ThiamineVitaminB1ThiaminConsumptionimport,g__Neisseria|s__gonorrhoeae
h0,g__Rubinisphaera|s__brasiliensis
h6,g__Mycobacterium|s__chimaera
h4,g__Carnobacterium|s__sp. 17-4
h5,g__Methanosphaera|s__sp. BMS
FOSFructooligosaccharideConsumptionimport,g__Butyrivibrio|s__proteoclasticus
h2,g__Methanoplanus|s__limicola
h3,g__Weissella|s__hellenica
p__Actinobacteria,g__Arthrobacter|s__sp. PAMC25564
h5,g__Synechococcus|s__sp. A18-40
h6,g__Caproiciproducens|s__sp. NJN-50
h9,g__Caproiciproducens|s__sp. NJN-50
h4,g__Paraburkholderia|s__atlantica
h0,g__Kozakia|s__baliensis
h8,g__Chromobacterium|s__paludis
h1,g__Mesorhizobium|s__sp. M7D.F.Ca.US.005.01.1.1
h8,g__Microbacterium|s__oxydans
h0,g__Raphidiopsis|s__curvata
h2,g__Rothia|s__amarae
p__Actinobacteria,g__Corynebacterium|s__phocae
h5,g__Chelatococcus|s__sp. CO-6
h9,g__Proteus|s__sp. 3M
p__Actinobacteria,g__Streptomyces|s__sp. QMT-12
h4,g__Paracoccus|s__methylutens
h5,g__Halomonas|s__socia
h2,g__Psychrobacter|s__sp. DAB_AL32B
