parent,child
h1,g__Empedobacter|s__brevis
h6,g__Microcella|s__alkaliphila
h3,g__Actinosynnema|s__pretiosum
h4,g__Microcystis|s__aeruginosa
h6,g__Pandoraea|s__fibrosis
h7,g__Campylobacter|s__sp. CFSAN093238
h8,g__Synechocystis|s__sp. PCC 6714
h6,g__Virgibacillus|s__sp. MSP4-1
h2,g__Polaribacter|s__haliotis
h4,g__Pseudomonas|s__cichorii
h5,g__Streptomyces|s__sp. GF20
h7,g__Nocardioides|s__sp. 78
h7,g__Geobacillus|s__genomosp. 3
h8,g__Sphingobium|s__indicum
k__Bacteria,g__Mycoplasma|s__nasistruthionis
h9,g__Corynebacterium|s__sphenisci
h0,g__Francisella|s__adeliensis
h3,g__Pseudomonas|s__sp. LG1D9
h5,g__Clostridium|s__tetani
h7,g__Paenibacillus|s__barcinonensis
k__Bacteria,g__Pseudothermotoga|s__elfii
k__Bacteria,g__Paraprevotella|s__xylaniphila
k__Bacteria,g__Crinalium|s__epipsammum
h4,g__Streptococcus|s__infantarius
h1,g__Cruoricaptor|s__ignavus
h9,g__Gordonia|s__polyisoprenivorans
h5,g__Francisella|s__halioticida
h6,g__Streptococcus|s__thermophilus
h7,g__Nitratireductor|s__sp. OM-1
h2,g__Fusobacterium|s__gonidiaformans
k__Bacteria,g__Bradyrhizobium|s__erythrophlei
h1,g__Bartonella|s__schoenbuchensis
h2,g__Enterobacter|s__bugandensis
h8,g__Proteus|s__sp. ZN5
h6,g__Enterobacter|s__sp. RHB15-C17
h0,g__Oceanisphaera|s__profunda
h8,g__Slackia|s__heliotrinireducens
h0,g__Campylobacter|s__volucris
h2,g__Chondrocystis|s__sp. NIES-4102
h5,g__Methylotenera|s__versatilis
h8,g__Streptococcus|s__constellatus
h3,g__Kitasatospora|s__sp. NA04385
h0,g__Costertonia|s__aggregata
h5,g__Mycobacterium|s__xenopi
287,g__Aquitalea|s__sp. USM4
h7,g__Paenibacillus|s__sp. 32O-W
h1,g__Draconibacterium|s__orientale
h1,g__Blattabacterium|s__sp. (Blattella germanica)
h8,g__Monoglobus|s__pectinilyticus
output,15
h7,g__Thermosulfurimonas|s__marina
h8,g__Calothrix|s__sp. NIES-4071
h5,g__Pseudomonas|s__koreensis
h2,g__Raoultella|s__electrica
h5,g__Runella|s__slithyformis
k__Bacteria,g__Nostoc|s__sp. NIES-2111
h9,g__Pseudomonas|s__sihuiensis
h4,g__Leptotrichia|s__hongkongensis
k__Bacteria,g__Pedobacter|s__sp. BG5
h0,g__Pseudoalteromonas|s__sp. 16-SW-7
h2,g__Bradyrhizobium|s__betae
L-LeucineLeucineConsumptionimport,g__Streptococcus|s__salivarius
h7,g__Miniimonas|s__sp. S16
h1,g__Nocardia|s__sp. WCH-YHL-001
h2,g__Rothia|s__mucilaginosa
AcetateProductionexport,g__Clostridium|s__sporogenes
h3,g__Caballeronia|s__insecticola
h5,g__Treponema|s__succinifaciens
h7,g__Streptomyces|s__tuirus
h3,g__Methanosarcina|s__sp. Kolksee
h4,g__Citromicrobium|s__sp. JL477
k__Bacteria,g__Enterococcus|s__gilvus
h7,g__Sphingobacterium|s__sp. dk4302
h0,g__Sulfurimonas|s__sp. GYSZ_1
h8,g__Pseudomonas|s__psychrotolerans
k__Bacteria,g__Synechococcus|s__sp. ROS8604
h0,g__Chitinibacter|s__sp. 2T18
h2,g__Streptococcus|s__gallolyticus
h2,g__Brevibacillus|s__sp. SCSIO 07484
h5,g__Lactococcus|s__lactis
h5,g__Lactococcus|s__raffinolactis
h3,g__Burkholderia|s__sp. MSMB0856
h4,g__Candidatus Nanopelagicus|s__limnes
h4,g__Acinetobacter|s__wanghuae
h3,g__Herbiconiux|s__sp. SALV-R1
h2,g__Burkholderia|s__[Pseudomonas] mesoacidophila
h9,g__Macrococcus|s__sp. IME1552
h3,g__Pseudomonas|s__alkylphenolica
k__Bacteria,g__Bradyrhizobium|s__sp. CCBAU 051011
h8,g__Candidatus Babela|s__massiliensis
h0,g__Citrobacter|s__sp. NMI7904_11
h0,g__Erwinia|s__sp. Ejp617
h7,g__Corynebacterium|s__pelargi
h3,g__Chryseobacterium|s__sp.
h8,g__Pseudomonas|s__coronafaciens
h7,g__Cellulomonas|s__sp. 40-2
h6,g__Vibrio|s__diabolicus
h0,g__Bermanella|s__marisrubri
h7,g__Marinobacter|s__sp. JH2
h8,g__Buttiauxella|s__agrestis
h8,g__Rathayibacter|s__rathayi
h9,g__Rhizobium|s__sp. S41
h4,g__Eikenella|s__corrodens
h2,g__Spirochaeta|s__africana
h3,g__Nitrosococcus|s__oceani
h0,g__Bdellovibrio|s__sp. KM01
h4,g__Fischerella|s__sp. NIES-4106
h8,g__Acinetobacter|s__wuhouensis
output,D-GlucoseGlucoseConsumptionimport
h0,g__Enterococcus|s__gallinarum
h5,g__Jonesia|s__denitrificans
k__Bacteria,g__Streptomyces|s__rutgersensis
h1,g__Pseudomonas|s__sp. XWY-1
h7,g__Bradyrhizobium|s__betae
h0,g__Cellulomonas|s__fimi
h3,g__Wolbachia|s__endosymbiont of Onchocerca ochengi
h2,g__Raoultella|s__Enterobacteriaceae endosymbiont of Donacia tomentosa
h7,g__Cellulosilyticum|s__sp. WCF-2
h7,g__Brasilonema|s__sennae
h3,g__Nocardioides|s__seonyuensis
h2,g__Acidovorax|s__sp. 1608163
h2,g__Salmonella|s__sp. SJTUF14154
h4,g__Azoarcus|s__sp. KH32C
h6,g__Massilia|s__sp. Dwa41.01b
h7,g__Roseovarius|s__sp. TM1035
k__Bacteria,g__Salinimonas|s__sp. KX18D6
h3,g__Formosa|s__sp. L2A11
h8,g__Halomonas|s__sp. THAF5a
h1,g__Thermotoga|s__profunda
h0,g__Candidatus Phycorickettsia|s__trachydisci
h2,g__Bradyrhizobium|s__sp. CCBAU 21365
h4,g__Formosa|s__agariphila
h2,g__Campylobacter|s__sp. CGEMS
k__Bacteria,g__Capnocytophaga|s__cynodegmi
h5,g__Caloranaerobacter|s__azorensis
h3,g__Paracoccus|s__sp. Arc7-R13
h0,g__Solibacillus|s__silvestris
h7,g__Halomonas|s__subglaciescola
h9,g__Moorella|s__glycerini
h3,g__Nostoc|s__sp. PCC 7107
h6,g__Enterobacter|s__sp. RFL1396
h1,g__Polaribacter|s__sp. SA4-12
h2,g__Janibacter|s__melonis
h5,g__Streptomyces|s__lydicus
k__Bacteria,g__Agrococcus|s__jejuensis
h1,g__Corynebacterium|s__nuruki
h8,g__Kosakonia|s__oryzae
h1,g__Oscillibacter|s__sp. PEA192
h8,g__Liberibacter|s__Candidatus Liberibacter asiaticus
h3,g__Erythrobacter|s__gangjinensis
h2,g__Pimelobacter|s__simplex
h5,g__Rathayibacter|s__sp. VKM Ac-2805
h6,g__Borreliella|s__garinii
h7,g__Bacillus|s__aryabhattai
h8,g__Stygiolobus|s__azoricus
29,g__Photobacterium|s__damselae
h7,g__Curtobacterium|s__sp. SGAir0471
h5,g__Sulfurimonas|s__sp. NW10
h1,g__Paenibacillus|s__naphthalenovorans
h4,g__Paenibacillus|s__yonginensis
k__Bacteria,g__Bacillus|s__sp. JAMB750
h5,g__Brevundimonas|s__diminuta
h4,g__Lysobacter|s__sp. TY2-98
h9,g__Psychroserpens|s__sp. NJDZ02
h1,g__Microbacterium|s__sp. TPU 3598
k__Bacteria,g__Micromonospora|s__terminaliae
h1,g__Chlorobium|s__limicola
h0,g__Sulfurimonas|s__Candidatus Sulfurimonas marisnigri
h3,g__Acholeplasma|s__oculi
h7,g__Mesoplasma|s__entomophilum
h5,g__Clostridium|s__scatologenes
h2,g__Staphylococcus|s__haemolyticus
h2,g__Halobacteriovorax|s__marinus
h5,g__Mycolicibacterium|s__sarraceniae
h6,g__Acetobacterium|s__woodii
h7,g__Clostridioides|s__difficile
h8,g__Streptomyces|s__fungicidicus
h8,g__Brenneria|s__sp. EniD312
k__Bacteria,g__Cellvibrio|s__sp. KY-GH-1
h3,g__Synechococcus|s__sp. NOUM97013
h6,g__Lelliottia|s__amnigena
h7,g__Legionella|s__adelaidensis
h0,g__Pseudomonas|s__sp. NP-1
h3,g__Altererythrobacter|s__marensis
h5,g__Paenibacillus|s__borealis
h0,g__Shewanella|s__decolorationis
k__Bacteria,g__Salinicola|s__tamaricis
h2,g__Deferribacter|s__desulfuricans
h1,g__Kitasatospora|s__albolonga
h2,g__Paenibacillus|s__jilunlii
h5,g__Chloracidobacterium|s__thermophilum
h9,g__Nocardioides|s__sp. KUDC 5002
h8,g__Gemella|s__sanguinis
h2,g__Veillonella|s__atypica
k__Bacteria,g__Mariniblastus|s__fucicola
h7,g__Campylobacter|s__sp. CGEMS
h7,g__Kangiella|s__profundi
h4,g__Methanocaldococcus|s__vulcanius
h8,g__Salmonella|s__sp.
h0,g__Alicyclobacillus|s__acidocaldarius
h0,g__Rhizobium|s__sp. CCGE532
k__Bacteria,g__Pseudomonas|s__sp. MPDS
h5,g__Sphingomonas|s__sp. C8-2
h8,g__Enterobacter|s__sichuanensis
h1,g__Pantoea|s__sp. 201603H
k__Bacteria,g__Sulfuriflexus|s__mobilis
h8,g__Thermus|s__brockianus
h9,g__Streptomyces|s__rutgersensis
h2,g__Sphingomonas|s__lacunae
h3,g__Humibacter|s__sp. BT305
k__Bacteria,g__Planococcus|s__antarcticus
h2,g__Saccharopolyspora|s__sp. ASAGF58
h6,g__Bacillus|s__circulans
D-FructoseFructoseConsumptionimport,g__Butyrivibrio|s__fibrisolvens
h8,g__Desulfovibrio|s__alaskensis
h3,g__Lacinutrix|s__sp. Bg11-31
h3,g__Syntrophobacter|s__fumaroxidans
h8,g__Pseudomonas|s__sp. PONIH3
h0,g__Methanococcus|s__maripaludis
h5,g__Leclercia|s__secondary endosymbiont of Trabutina mannipara
97,g__Methanosarcina|s__thermophila
DimethylamineProductionexport,g__Clostridium|s__perfringens
h0,g__Streptomyces|s__seoulensis
h5,g__Chryseoglobus|s__indicus
h8,g__Methanothermus|s__fervidus
N-Acetyl-D-GlucosamineN-AcetylglucosamineConsumptionimport,g__Faecalibacterium|s__prausnitzii
h0,g__Bacillus|s__sp. FDAARGOS_235
h4,g__Pseudomonas|s__psychrophila
h8,g__Geoglobus|s__acetivorans
h0,g__Campylobacter|s__blaseri
h5,g__Streptococcus|s__oralis
h9,g__Paracoccus|s__aminophilus
h0,g__Streptomyces|s__sp. QMT-12
17,g__Vibrio|s__parahaemolyticus
h5,g__Lancefieldella|s__parvula
k__Bacteria,g__Acinetobacter|s__venetianus
h4,g__Klebsiella|s__sp. P1CD1
h4,g__Wolbachia|s__endosymbiont of Trichogramma pretiosum
h5,g__Gordonia|s__rubripertincta
h6,g__Natronomonas|s__sp. YPL13
h2,g__Sphingopyxis|s__sp. FD7
h6,g__Jeotgalibacillus|s__malaysiensis
h1,g__Mesorhizobium|s__sp. DCY119
k__Bacteria,g__Candidatus Arthromitus|s__sp. SFB-mouse
h9,g__Methyloceanibacter|s__sp. wino2
h3,g__Pauljensenia|s__hongkongensis
h4,g__Microcystis|s__panniformis
h4,g__Citrobacter|s__sp. BDA59-3
h1,g__Corallococcus|s__macrosporus
h6,g__Haloferax|s__volcanii
h0,g__Sulfolobus|s__islandicus
h3,g__Acinetobacter|s__sp. ACNIH1
h2,g__Microcystis|s__aeruginosa
h3,g__Thermococcus|s__celer
k__Bacteria,g__Desulfovibrio|s__carbinoliphilus
h1,g__Streptomyces|s__qinzhouensis
h4,g__Megamonas|s__funiformis
h4,g__Halogeometricum|s__borinquense
h8,g__Erythrobacter|s__atlanticus
h5,g__Jeotgalibaca|s__arthritidis
h7,g__Candidatus Planktophila|s__vernalis
h0,g__Microvirgula|s__aerodenitrificans
h9,g__Xanthomonas|s__hortorum
h0,g__Streptomyces|s__sp. CB00271
k__Bacteria,g__Streptomyces|s__bacillaris
k__Bacteria,g__Bombella|s__sp. KACC 21507
h0,g__Leclercia|s__adecarboxylata
h1,g__Lysobacter|s__soli
h1,g__Bradyrhizobium|s__amphicarpaeae
h5,g__Pseudomonas|s__sp. R5-89-07
h7,g__Burkholderia|s__plantarii
h8,g__Microbacterium|s__sp. LKL04
h2,g__Sutterella|s__faecalis
h6,g__Nibribacter|s__sp. BT10
h1,g__Exiguobacterium|s__arabatum
h9,g__Mycobacteroides|s__immunogenum
h7,g__Gordonia|s__ajococcus
h2,g__Bifidobacterium|s__eulemuris
h4,g__Azoarcus|s__sp. DN11
h8,g__Hymenobacter|s__sedentarius
h6,g__Nonlabens|s__sp. MJ115
h8,g__Nostoc|s__sp. 'Peltigera membranacea cyanobiont' N6
k__Bacteria,g__Leclercia|s__sp. W17
h9,g__Burkholderia|s__sp. IDO3
h5,g__Sphingomonas|s__sp. ERG5
h8,g__Acidothermus|s__cellulolyticus
MucinMucusGlycoproteinMacromoleculedegradation,g__Bacteroides|s__caccae
H2SHS-Productionexport,g__Thermodesulfovibrio|s__yellowstonii
h7,g__Halomonas|s__sp. N3-2A
1,g__Aminipila|s__butyrica
k__Bacteria,g__Comamonas|s__aquatica
h0,g__Streptomyces|s__chartreusis
h3,g__Candidatus Aquiluna|s__sp. 15G-AUS-rot
h3,g__Saccharomonospora|s__marina
h5,g__Thauera|s__aromatica
h0,g__Pantoea|s__alhagi
h3,g__Sphingobium|s__sp. KCTC 72723
h3,g__Paludibaculum|s__fermentans
h4,g__Aeromonas|s__media
h1,g__Bacillus|s__sp. Lzh-5
h4,g__Helicobacter|s__typhlonius
h5,g__Aerococcus|s__viridans
h6,g__Desulfitobacterium|s__metallireducens
LinoleicacidOmega-6fattyacidConsumptionimport,g__Butyrivibrio|s__proteoclasticus
h2,g__Coxiella|s__Candidatus Coxiella mudrowiae
h6,g__Dickeya|s__sp. DW 0440
h7,g__Dermacoccus|s__sp. PAMC28757
h7,g__Parageobacillus|s__toebii
h1,g__Bacillus|s__licheniformis
D-FructoseFructoseConsumptionimport,g__Lactobacillus|s__helveticus
ButyrateConsumptionimport,g__Desulfarculus|s__baarsii
h1,g__Mycolicibacterium|s__parafortuitum
h2,g__Erysipelatoclostridium|s__[Clostridium] innocuum
h1,g__Brucella|s__microti
h3,g__Candidatus Xiphinematobacter|s__sp. Idaho Grape
k__Bacteria,g__Acinetobacter|s__sp. FDAARGOS_560
h4,g__Phocaeicola|s__salanitronis
h4,g__Zymobacter|s__palmae
h5,g__Caulobacter|s__segnis
k__Bacteria,g__Desulfitobacterium|s__dehalogenans
h6,g__Parvibaculum|s__lavamentivorans
h7,g__Staphylococcus|s__sp. AntiMn-1
k__Bacteria,g__Phaeobacter|s__piscinae
h2,g__Pseudomonas|s__sp. S49
h0,g__Chryseobacterium|s__sp. NBC 122
k__Bacteria,g__Streptococcus|s__pasteurianus
h9,g__Bacillus|s__weihaiensis
h5,g__Ketobacter|s__alkanivorans
h2,g__Jeotgalibaca|s__sp. PTS2502
h6,g__Sphingomonas|s__sp. C8-2
h5,g__Burkholderia|s__sp. KK1
h5,g__Polynucleobacter|s__acidiphobus
h1,g__Halioglobus|s__pacificus
h1,g__Wolbachia|s__endosymbiont of Onchocerca ochengi
23,g__Gramella|s__forsetii
h6,g__Streptacidiphilus|s__sp. P02-A3a
h5,g__Mycoplasma|s__wenyonii
h3,g__Mesorhizobium|s__sp. NBSH29
h5,g__Thermomonas|s__sp. HDW16
h5,g__Rickettsia|s__rhipicephali
h8,g__Microbulbifer|s__agarilyticus
h8,g__Stenotrophomonas|s__sp. pho
32,g__Rhodoluna|s__lacicola
h3,g__Rhizobium|s__sp. Y9
h8,g__Isosphaera|s__pallida
h9,g__Oceanicoccus|s__sagamiensis
h9,g__Pseudomonas|s__sp. 7SR1
h5,g__Pseudomonas|s__oryzihabitans
h2,g__Limosilactobacillus|s__Lactobacillus mucosae
k__Bacteria,g__Bradyrhizobium|s__sp. ORS 285
h8,g__Stenotrophomonas|s__sp. CW117
h1,g__Macrococcus|s__canis
h5,g__Thermococcus|s__peptonophilus
k__Bacteria,g__Porphyrobacter|s__sp. CACIAM 03H1
h2,g__Syntrophothermus|s__lipocalidus
h2,g__Tetragenococcus|s__osmophilus
h1,g__Aquicella|s__lusitana
h0,g__Pseudomonas|s__graminis
k__Bacteria,g__Achromobacter|s__sp. MFA1 R4
h8,g__Hydrogenophaga|s__sp. BPS33
h9,g__Pedobacter|s__sp. G11
k__Bacteria,g__Wolbachia|s__endosymbiont of Carposina sasakii
h1,g__Cellulosilyticum|s__sp. WCF-2
h4,g__Xanthomonas|s__citri
h6,g__Pseudomonas|s__fragi
h8,g__Haemophilus|s__parahaemolyticus
h1,g__Weissella|s__sp. HDW19
h4,g__Stackebrandtia|s__nassauensis
h4,g__Pseudomonas|s__sp. KBS0707
h2,g__Sulfurisphaera|s__ohwakuensis
h5,g__Treponema|s__paraluiscuniculi
k__Bacteria,g__Leptotrichia|s__buccalis
h3,g__Xenorhabdus|s__bovienii
h0,g__Candidatus Nitrosomarinus|s__catalina
h9,g__Luteitalea|s__pratensis
h2,g__Pseudomonas|s__syringae group genomosp. 3
h5,g__Variovorax|s__sp. DB1
h2,g__Staphylococcus|s__lutrae
h3,g__Acinetobacter|s__shaoyimingii
h9,g__Leifsonia|s__sp. 21MFCrub1.1
h0,g__Helicobacter|s__mustelae
h0,g__Sulfurimonas|s__denitrificans
h7,g__Halorubrum|s__sp. CBA1229
h1,g__Francisella|s__halioticida
h4,g__Tenacibaculum|s__mesophilum
h0,g__Methanomassiliicoccus|s__Candidatus Methanomassiliicoccus intestinalis
h2,g__Pseudomonas|s__chlororaphis
h4,g__Burkholderia|s__lata
output,D-PsicoseConsumptionimport
h1,g__Streptomyces|s__sp. 14R-10
h7,g__Bradyrhizobium|s__sp. CCBAU 51765
k__Bacteria,g__Pseudomonas|s__furukawaii
h3,g__Rhizobium|s__pseudoryzae
h5,g__Candidatus Moranella|s__endobia
h3,g__Candidatus Thioglobus|s__singularis
h8,g__Rhizobium|s__pusense
h9,g__Micromonospora|s__echinofusca
h0,g__Sphaerochaeta|s__globosa
k__Bacteria,g__Diaphorobacter|s__sp. HDW4B
3,g__Pseudomonas|s__kribbensis
h0,g__Actinomyces|s__sp. 2129
h3,g__Desulfitobacterium|s__metallireducens
h5,g__Janthinobacterium|s__sp. B9-8
output,161
h0,g__Oricola|s__sp. MEBiC13590
h6,g__Paludibaculum|s__fermentans
h8,g__Candidatus Vampirococcus|s__archaeovorus
195,g__Enterobacter|s__sp. JUb54
h0,g__Corynebacterium|s__cystitidis
h0,g__Propionibacterium|s__sp. oral taxon 193
h9,g__Methylobacillus|s__flagellatus
LinoleicacidOmega-6fattyacidConsumptionimport,g__Butyrivibrio|s__fibrisolvens
h1,g__Francisella|s__sp. MA067296
h4,g__Bacillus|s__anthracis
h5,g__Halobacterium|s__sp. GN101
h7,g__Planococcus|s__versutus
h3,g__Cohnella|s__sp. KS 22
h8,g__Acidiphilium|s__multivorum
h1,g__Streptomyces|s__sp. Tue 6075
h9,g__Malaciobacter|s__Arcobacter marinus
h8,g__Vibrio|s__alginolyticus
h2,g__Borrelia|s__parkeri
h2,g__Polaromonas|s__sp. E10S
0,g__Pseudomonas|s__fulva
h0,g__Thermodesulfatator|s__bacterium
h6,g__Pseudomonas|s__sp. MRSN12121
h8,g__Chitinolyticbacter|s__meiyuanensis
k__Bacteria,g__Bradyrhizobium|s__sp.
h5,g__Pseudomonas|s__sp. 31-12
h4,g__Renibacterium|s__salmoninarum
h7,g__Veillonella|s__sp. T1-7
h8,g__Synechococcus|s__sp. PCC 7336
h9,g__Antarcticibacterium|s__sp. PAMC 28998
h0,g__Nocardioides|s__mesophilus
h0,g__Burkholderia|s__cepacia
h4,g__Tetragenococcus|s__koreensis
h1,g__Yersinia|s__rohdei
h7,g__Eggerthella|s__sp. YY7918
h7,g__Sulfitobacter|s__pontiacus
213,g__Luteimonas|s__sp. MC1825
h3,g__Francisella|s__sp. MA067296
k__Bacteria,g__Clostridium|s__estertheticum
h4,g__Thermofilum|s__adornatum
h2,g__Rickettsia|s__akari
k__Bacteria,g__Prosthecochloris|s__sp. HL-130-GSB
h4,g__Pelobacter|s__carbinolicus
h7,g__Leuconostoc|s__garlicum
h4,g__Kocuria|s__rosea
h3,g__Haemophilus|s__parahaemolyticus
h7,g__Agrobacterium|s__sp. H13-3
h9,g__Halioglobus|s__japonicus
h5,g__Schlegelella|s__thermodepolymerans
h1,g__Kordia|s__antarctica
h7,g__Methylobacterium|s__nodulans
h7,g__Mycolicibacter|s__minnesotensis
L-LactateS-LactateLactateD-LactateR-LactateProductionexport,g__Streptococcus|s__equi
h3,g__Azospira|s__sp. I09
h6,g__Pelodictyon|s__luteolum
h9,g__Salarchaeum|s__sp. JOR-1
h3,g__Nostoc|s__sp. NIES-4103
h6,g__Methylorubrum|s__zatmanii
h3,g__Brevibacillus|s__sp. 7WMA2
h5,g__Weissella|s__koreensis
k__Bacteria,g__Actinotignum|s__schaalii
h8,g__Cellulosimicrobium|s__sp. TH-20
AcetateConsumptionimportproductionexport,g__Eubacterium|s__limosum
h8,g__Shewanella|s__sp. WPAGA9
k__Bacteria,g__Corynebacterium|s__sp. 4H37-19
h4,g__Pedobacter|s__sp. CJ43
h5,g__Haloprofundus|s__sp. MHR1
h0,g__Bacillus|s__sp. SJ-10
h0,g__Haloferax|s__volcanii
h0,g__Streptomyces|s__sp. JB150
9,g__Providencia|s__rettgeri
h5,g__Streptomyces|s__fradiae
h6,g__Halopiger|s__xanaduensis
AcetateProductionexport,g__Pyrococcus|s__furiosus
h7,g__Alteromonas|s__sp. BL110
h2,g__Gordonia|s__bronchialis
h2,g__Sulfurimonas|s__Candidatus Sulfurimonas baltica
h1,g__Limosilactobacillus|s__Lactobacillus frumenti
h6,g__Aquimarina|s__sp. AD10
h9,g__Staphylococcus|s__condimenti
h8,g__Aquitalea|s__denitrificans
h3,g__Moorea|s__producens
DimethylamineConsumptionimport,g__Methanosarcina|s__mazei
h3,g__Streptomyces|s__olivoreticuli
h3,g__Methylibium|s__sp. Pch-M
k__Bacteria,g__Shewanella|s__sp. Pdp11
h4,g__Roseobacter|s__ponti
k__Bacteria,g__Rhodococcus|s__fascians
BiotinVitaminB7Consumptionimport,g__Leuconostoc|s__mesenteroides
h7,g__Polaromonas|s__sp. E10S
h3,g__Scardovia|s__inopinata
h2,g__Streptomyces|s__sp. EN27
h7,g__Streptomyces|s__sp. Z423-1
h2,g__Petrimonas|s__mucosa
h2,g__Ruthenibacterium|s__lactatiformans
h5,g__Sphingomonas|s__sp. FARSPH
h5,g__Streptomyces|s__noursei
h1,g__Bacillus|s__weihaiensis
h4,g__Salegentibacter|s__salegens
k__Bacteria,g__Terriglobus|s__albidus
4,g__Lacrimispora|s__saccharolytica
h0,g__Tessaracoccus|s__flavus
h5,g__Acidilobus|s__saccharovorans
h9,g__Pseudomonas|s__sp. s211(2017)
h1,g__Endomicrobium|s__proavitum
h4,g__Vibrio|s__sp. THAF191c
h1,g__Oscillatoria|s__nigro-viridis
h6,g__Halomonas|s__sp. YLGW01
h6,g__Pseudoalteromonas|s__ruthenica
h1,g__Pseudoalteromonas|s__tetraodonis
h4,g__Acinetobacter|s__piscicola
h8,g__Citrobacter|s__farmeri
k__Bacteria,g__Paenibacillus|s__swuensis
k__Bacteria,g__Agromyces|s__aureus
h1,g__Deinococcus|s__peraridilitoris
h3,g__Deinococcus|s__swuensis
h2,g__Nostoc|s__sp. NIES-3756
k__Bacteria,g__Lysobacter|s__sp. H23M47
h6,g__Enterocloster|s__clostridioformis
h4,g__Streptomyces|s__rutgersensis
h2,g__Pseudomonas|s__sp. NP-1
h0,g__Xenorhabdus|s__poinarii
k__Bacteria,g__Glutamicibacter|s__creatinolyticus
h5,g__Nitrosomonas|s__sp. AL212
BiotinVitaminB7Consumptionimport,g__Clostridium|s__sporogenes
h3,g__Campylobacter|s__sp. RM12175
h3,g__Mycoplasma|s__ovis
h2,g__Lachnoanaerobaculum|s__umeaense
h3,g__Raineyella|s__sp. CBA3103
k__Bacteria,g__Actinopolyspora|s__erythraea
h6,g__Ligilactobacillus|s__Lactobacillus saerimneri
h6,g__Enterococcus|s__sp. DA9
h1,g__Ferrovibrio|s__terrae
k__Bacteria,g__Marinobacter|s__sp. JH2
k__Bacteria,g__Sphingomonas|s__melonis
CO2Productionexport,g__Streptococcus|s__mutans
h3,g__Mycolicibacterium|s__goodii
h8,g__Alistipes|s__megaguti
h4,g__Shewanella|s__amazonensis
h8,g__Stenotrophomonas|s__sp. ZAC14D2_NAIMI4_7
h2,g__Alcanivorax|s__xenomutans
h8,g__Candidatus Cardinium|s__Cardinium endosymbiont of Sogatella furcifera
k__Bacteria,g__Phaeobacter|s__porticola
h6,g__Kosakonia|s__arachidis
h2,g__Paracoccus|s__sp. Arc7-R13
k__Bacteria,g__Corynebacterium|s__sp. 2184
h8,g__Marinomonas|s__mediterranea
MethylamineMonomethylamineConsumptionimport,g__Methanococcoides|s__burtonii
FormateConsumptionimport,g__Ralstonia|s__pickettii
h3,g__Nocardioides|s__sp. MC1495
h5,g__Moraxella|s__ovis
h7,g__Terriglobus|s__roseus
h7,g__Deinococcus|s__sp. AJ005
h6,g__Aliivibrio|s__fischeri
h7,g__Mycobacterium|s__sp. DL90
k__Bacteria,g__Granulosicoccus|s__antarcticus
h5,g__Xylanimonas|s__allomyrinae
h1,g__Ottowia|s__sp. oral taxon 894
184,g__Spiroplasma|s__gladiatoris
h6,g__Hartmannibacter|s__diazotrophicus
h9,g__Synechococcus|s__sp. A15-62
h2,g__Devosia|s__ginsengisoli
h7,g__Rickettsia|s__heilongjiangensis
h8,g__Polaromonas|s__sp. E5S
output,CarbonmonoxideCOConsumptionimport
190,g__Chryseobacterium|s__sp. 7-3A
h4,g__Streptococcus|s__constellatus
D-GalactoseConsumptionimport,g__Flavobacterium|s__johnsoniae
h5,g__Corynebacterium|s__glaucum
h5,g__Lactobacillus|s__acetotolerans
h2,g__Weissella|s__jogaejeotgali
k__Bacteria,g__Halomonas|s__campaniensis
h0,g__Pontibacillus|s__sp. HMF3514
output,42
h2,g__Wolbachia|s__endosymbiont of Ctenocephalides felis wCfeT
h4,g__Polaribacter|s__sp. SA4-12
h0,g__Bordetella|s__flabilis
h5,g__Dermacoccus|s__nishinomiyaensis
h5,g__Fusobacterium|s__sp. oral taxon 203
h7,g__Streptomyces|s__lavendulae
h3,g__Streptomyces|s__sp. GS7
h8,g__Rathayibacter|s__toxicus
h2,g__Candidatus Pelagibacter|s__sp. RS39
h4,g__Egibacter|s__rhizosphaerae
h9,g__Leptotrichia|s__hofstadii
h8,g__Wolbachia|s__endosymbiont of Ctenocephalides felis wCfeT
h4,g__Dehalobacterium|s__formicoaceticum
h1,g__Acetobacter|s__aceti
k__Bacteria,g__Lichenihabitans|s__psoromatis
k__Bacteria,g__Sodalis|s__Candidatus Sodalis pierantonius
h1,g__Thermotoga|s__caldifontis
h3,g__Thalassotalea|s__sp. PS06
h0,g__Methylobacterium|s__sp. WL1
h9,g__Bifidobacterium|s__lemurum
h7,g__Streptococcus|s__sp. oral taxon 064
h6,g__Pseudomonas|s__savastanoi
h3,g__Alteromonas|s__mediterranea
k__Bacteria,g__Shewanella|s__sp. M2
h8,g__Psychrobacter|s__sp. P2G3
h1,g__Acetobacterium|s__woodii
h2,g__Pasteurella|s__multocida
h2,g__Paraburkholderia|s__graminis
h6,g__Shigella|s__dysenteriae
h7,g__Mariniblastus|s__fucicola
49,g__Lautropia|s__mirabilis
EthanolProductionexport,g__Bifidobacterium|s__pseudocatenulatum
h2,g__Phaeobacter|s__sp. LSS9
h1,g__Barnesiella|s__viscericola
h3,g__Mycobacteroides|s__immunogenum
k__Bacteria,g__Gordonia|s__insulae
h5,g__Maribacter|s__sp. MJ134
h6,g__Desulfosporosinus|s__acidiphilus
k__Bacteria,g__Qipengyuania|s__sediminis
